id,citing,citing_venue,cited,cited_venue,creation,is_citing_iris,is_cited_iris,flow,citing_issns,cited_issns,citing_scimago_area,citing_scimago_category,citing_doaj_lcc,citing_doaj_subject,cited_scimago_area,cited_scimago_category,cited_doaj_lcc,cited_doaj_subject
oci:062403736746-06160488746,omid:br/062403736746,Trends In Neurosciences [omid:br/062204233 issn:0166-2236 openalex:S114966740],omid:br/06160488746,Science [omid:br/0619015403 doi:10.1126/science issn:0036-8075 issn:1095-9203 openalex:S3880285],2003,False,True,Incoming,['01662236'],"['00368075', '10959203']",Neuroscience,Neuroscience (miscellaneous) (Q1),,,Arts and Humanities; Multidisciplinary,History and Philosophy of Science (Q1); Multidisciplinary (Q1),,
oci:06702797949-061602194853,omid:br/06702797949,Advanced Nonlinear Studies [omid:br/0624050525 issn:1536-1365 issn:2169-0375 openalex:S207995962],omid:br/061602194853,The Journal Of Geometric Analysis [omid:br/0616051672 issn:1050-6926 issn:1559-002X openalex:S6775291],2006-02-01,False,True,Incoming,"['15361365', '21690375']","['10506926', '1559002X']",Mathematics; Physics and Astronomy,Mathematics (miscellaneous) (Q1); Statistical and Nonlinear Physics (Q1),QA1-939,Science: Mathematics,Mathematics,Geometry and Topology (Q1),,
oci:06120932987-061102468997,omid:br/06120932987,Journal Of Computational Physics [omid:br/069027385 issn:0021-9991 openalex:S148709879],omid:br/061102468997,Computer Methods In Applied Mechanics And Engineering [omid:br/0617051309 issn:0045-7825 issn:1879-2138 openalex:S40006715],2017-08,False,True,Incoming,['00219991'],"['00457825', '18792138']",Computer Science; Mathematics; Physics and Astronomy,Applied Mathematics (Q1); Computational Mathematics (Q1); Computer Science Applications (Q1); Modeling and Simulation (Q1); Numerical Analysis (Q1); Physics and Astronomy (miscellaneous) (Q1),,,Computer Science; Engineering; Physics and Astronomy,Computational Mechanics (Q1); Computer Science Applications (Q1); Mechanical Engineering (Q1); Mechanics of Materials (Q1); Physics and Astronomy (miscellaneous) (Q1),,
oci:062104344536-06130998423,omid:br/062104344536,Globalizations [omid:br/062030312 issn:1474-7731 issn:1474-774X openalex:S203532909],omid:br/06130998423,Annales De Géographie [omid:br/069028700 issn:0003-4010 issn:1777-5884 openalex:S4210202357],2024-07-16,True,False,Outgoing,"['14747731', '1474774X']","['00034010', '17775884']","Economics, Econometrics and Finance; Environmental Science; Social Sciences","Economics, Econometrics and Finance (miscellaneous) (Q1); Geography, Planning and Development (Q1); Sociology and Political Science (Q1); Management, Monitoring, Policy and Law (Q2); Public Administration (Q2)",,,Earth and Planetary Sciences; Social Sciences,"Earth-Surface Processes (Q4); Geography, Planning and Development (Q4)",,
oci:06150506489-06220391353,omid:br/06150506489,Journal Of Instrumentation [omid:br/064010524 doi:10.1088/1748-0221 issn:1748-0221 openalex:S116045149],omid:br/06220391353,"Nuclear Instruments And Methods In Physics Research Section A: Accelerators, Spectrometers, Detectors And Associated Equipment [omid:br/069011716 issn:0168-9002 openalex:S145630073]",2019-11-26,True,False,Outgoing,"['17480221', '17480221']",['01689002'],Mathematics; Physics and Astronomy,Instrumentation (Q3); Mathematical Physics (Q3),,,Physics and Astronomy,Instrumentation (Q2); Nuclear and High Energy Physics (Q2),,
oci:0630570842-06404322937,omid:br/0630570842,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],omid:br/06404322937,Progress Of Theoretical And Experimental Physics [omid:br/0614035189 issn:2050-3911 openalex:S4210202364],2022-04-19,False,True,Incoming,"['24700010', '24700029']",['20503911'],Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),QC1-999,Science: Physics
oci:06470123275-06204353370,omid:br/06470123275,Astronomy & Astrophysics [omid:br/064040455 issn:0004-6361 issn:1432-0746 openalex:S205231332],omid:br/06204353370,Publications Of The Astronomical Society Of The Pacific [omid:br/063038054 issn:0004-6280 issn:1538-3873 openalex:S82835231],2023-05,False,True,Incoming,"['00046361', '14320746']","['00046280', '15383873']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),,
oci:06102846007-06603913398,omid:br/06102846007,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],omid:br/06603913398,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2015-03,True,False,Outgoing,['03702693'],"['00319007', '10797114']",Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:06150734942-06601524150,omid:br/06150734942,Journal Of Physics: Complexity [omid:br/06150736178 issn:2632-072X openalex:S4210184083],omid:br/06601524150,Plos One [omid:br/068038897 issn:1932-6203 openalex:S202381698],2021-11-16,False,True,Incoming,['2632072X'],['19326203'],Computer Science,Artificial Intelligence (Q2); Computer Networks and Communications (Q2); Computer Science Applications (Q2); Information Systems (Q2),Q|QC1-999,Science: Physics,Multidisciplinary,Multidisciplinary (Q1),R|Q,Medicine | Science
oci:06240704307-06601390563,omid:br/06240704307,Tetrahedron [omid:br/0626023199 issn:0040-4020 openalex:S205754296],omid:br/06601390563,Clinics In Plastic Surgery [omid:br/068035679 issn:0094-1298 openalex:S159672176],2007-01,True,False,Outgoing,['00404020'],['00941298'],"Biochemistry, Genetics and Molecular Biology; Chemistry; Pharmacology, Toxicology and Pharmaceutics",Biochemistry (Q3); Drug Discovery (Q3); Organic Chemistry (Q3),,,Medicine,Surgery (Q1),,
oci:06401850374-06901689867,omid:br/06401850374,Journal Of High Energy Physics [omid:br/062038872 issn:1029-8479 issn:1126-6708 openalex:S187585107],omid:br/06901689867,Zeitschrift Für Physik C Particles And Fields [omid:br/0612035595 issn:0170-9739 issn:1431-5858 issn:1434-6044 issn:1434-6052],2012-04,False,True,Incoming,"['10298479', '11266708']","['01709739', '14315858', '14346044', '14346052']",Physics and Astronomy,Nuclear and High Energy Physics (Q2),QC770-798,Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity,Engineering; Physics and Astronomy,Engineering (miscellaneous) (Q1); Physics and Astronomy (miscellaneous) (Q1),QB460-466|QC770-798,Science: Astronomy: Astrophysics | Science: Physics: Nuclear and particle physics. Atomic energy. Radioactivity
oci:06101804462-0650630404,omid:br/06101804462,Physical Review B [omid:br/0619043761 issn:2469-9950 issn:2469-9969 openalex:S4210237713],omid:br/0650630404,Physical Review B [omid:br/0616012786 issn:0163-1829 issn:1095-3795 issn:1098-0121 issn:1550-235X],2019-06-20,False,True,Incoming,"['24699950', '24699969']","['01631829', '10953795', '10980121', '1550235X']",Materials Science; Physics and Astronomy,"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1)",,,,,,
oci:06902059102-061801651589,omid:br/06902059102,Journal Of Chemical Theory And Computation [omid:br/0619047782 issn:1549-9618 issn:1549-9626 openalex:S189701308],omid:br/061801651589,The Journal Of Chemical Physics [omid:br/067037880 issn:0021-9606 issn:1089-7690 openalex:S77047749],2014-02-21,True,False,Outgoing,"['15499618', '15499626']","['00219606', '10897690']",Chemistry; Computer Science,Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1),,,Chemistry; Medicine; Physics and Astronomy,Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1); Medicine (miscellaneous) (Q2),,
oci:0620511870-06902058390,omid:br/0620511870,Physical Chemistry Chemical Physics [omid:br/064010713 issn:1463-9076 issn:1463-9084 openalex:S181332294],omid:br/06902058390,Journal Of Chemical Theory And Computation [omid:br/0619047782 issn:1549-9618 issn:1549-9626 openalex:S189701308],2016,False,True,Incoming,"['14639076', '14639084']","['15499618', '15499626']",Chemistry; Physics and Astronomy,Physical and Theoretical Chemistry (Q2); Physics and Astronomy (miscellaneous) (Q2),,,Chemistry; Computer Science,Computer Science Applications (Q1); Physical and Theoretical Chemistry (Q1),,
oci:061704259119-06460123635,omid:br/061704259119,Astronomy & Astrophysics [omid:br/064040455 issn:0004-6361 issn:1432-0746 openalex:S205231332],omid:br/06460123635,Astronomy & Astrophysics [omid:br/064040455 issn:0004-6361 issn:1432-0746 openalex:S205231332],2024-05,False,True,Incoming,"['00046361', '14320746']","['00046361', '14320746']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy
oci:06601661878-06240895316,omid:br/06601661878,The Journal Of Chemical Physics [omid:br/067037880 issn:0021-9606 issn:1089-7690 openalex:S77047749],omid:br/06240895316,Journal Of Quantitative Spectroscopy And Radiative Transfer [omid:br/0623021730 issn:0022-4073 openalex:S100373537],2010-04-28,True,False,Outgoing,"['00219606', '10897690']",['00224073'],Chemistry; Medicine; Physics and Astronomy,Physical and Theoretical Chemistry (Q1); Physics and Astronomy (miscellaneous) (Q1); Medicine (miscellaneous) (Q2),,,Chemistry; Physics and Astronomy,"Radiation (Q1); Spectroscopy (Q1); Atomic and Molecular Physics, and Optics (Q2)",,
oci:06102204823-06502198918,omid:br/06102204823,The Astrophysical Journal [omid:br/064040542 issn:0004-637X issn:1538-4357 openalex:S1980519],omid:br/06502198918,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],2018-07-19,True,False,Outgoing,"['0004637X', '15384357']","['13652966', '00358711', '13652966']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy
oci:061801778149-062201089578,omid:br/061801778149,Physical Review B [omid:br/0619043761 issn:2469-9950 issn:2469-9969 openalex:S4210237713],omid:br/062201089578,Journal Of Statistical Mechanics: Theory And Experiment [omid:br/0613023093 doi:10.1088/1742-5468 issn:1742-5468 openalex:S167943036],2016-05-13,True,False,Outgoing,"['24699950', '24699969']","['17425468', '17425468']",Materials Science; Physics and Astronomy,"Condensed Matter Physics (Q1); Electronic, Optical and Magnetic Materials (Q1)",,,Decision Sciences; Mathematics; Physics and Astronomy,"Statistical and Nonlinear Physics (Q3); Statistics and Probability (Q3); Statistics, Probability and Uncertainty (Q3)",,
oci:061404096078-062202048731,omid:br/061404096078,Physical Review D [omid:br/062509685 issn:2470-0010 issn:2470-0029 openalex:S4210238307],omid:br/062202048731,Physical Review Letters [omid:br/063044243 issn:0031-9007 issn:1079-7114 openalex:S24807848],2024-01-05,True,True,Internal,"['24700010', '24700029']","['00319007', '10797114']",Physics and Astronomy,Nuclear and High Energy Physics (Q1); Physics and Astronomy (miscellaneous) (Q1),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),,
oci:061501730955-061601823033,omid:br/061501730955,The Astrophysical Journal [omid:br/064040542 issn:0004-637X issn:1538-4357 openalex:S1980519],omid:br/061601823033,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],2013-04-16,False,True,Incoming,"['0004637X', '15384357']","['13652966', '00358711', '13652966']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB460-466,Science: Astronomy: Astrophysics,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy
oci:0690639834-06703153884,omid:br/0690639834,The Journal Of Physical Chemistry B [omid:br/0617014123 issn:1520-5207 issn:1520-6106 openalex:S185621672],omid:br/06703153884,Polymer Degradation And Stability [omid:br/0611063205 issn:0141-3910 issn:1873-2321 openalex:S10124807],2003-10-01,True,False,Outgoing,"['15205207', '15206106']","['01413910', '18732321']",Chemistry; Materials Science; Medicine,"Physical and Theoretical Chemistry (Q1); Surfaces, Coatings and Films (Q1); Materials Chemistry (Q2); Medicine (miscellaneous) (Q2)",,,Engineering; Materials Science; Physics and Astronomy,Condensed Matter Physics (Q1); Materials Chemistry (Q1); Mechanics of Materials (Q1); Polymers and Plastics (Q1),,
oci:06601848680-06404322937,omid:br/06601848680,Journal Of Cosmology And Astroparticle Physics [omid:br/062039004 issn:1475-7508 issn:1475-7516 openalex:S120662888],omid:br/06404322937,Progress Of Theoretical And Experimental Physics [omid:br/0614035189 issn:2050-3911 openalex:S4210202364],2016-05-17,False,True,Incoming,"['14757508', '14757516']",['20503911'],Physics and Astronomy,Astronomy and Astrophysics (Q2),,,Physics and Astronomy,Physics and Astronomy (miscellaneous) (Q1),QC1-999,Science: Physics
oci:06802795193-06501333867,omid:br/06802795193,Seminars In Cell & Developmental Biology [omid:br/0618050575 issn:1084-9521 issn:1096-3634 openalex:S105347553],omid:br/06501333867,Nature Communications [omid:br/0623032092 doi:10.1038/41467.2041-1723 issn:2041-1723 openalex:S64187185],2022-08,False,True,Incoming,"['10849521', '10963634']","['20411723', '20411723']","Biochemistry, Genetics and Molecular Biology",Cell Biology (Q1); Developmental Biology (Q1),,,"Biochemistry, Genetics and Molecular Biology; Chemistry; Multidisciplinary; Physics and Astronomy","Biochemistry, Genetics and Molecular Biology (miscellaneous) (Q1); Chemistry (miscellaneous) (Q1); Multidisciplinary (Q1); Physics and Astronomy (miscellaneous) (Q1)",Q,Science
oci:06802831444-06502839846,omid:br/06802831444,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],omid:br/06502839846,Physics Letters B [omid:br/0626059839 issn:0370-2693 openalex:S173952182],1992-06,True,True,Internal,['03702693'],['03702693'],Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics,Physics and Astronomy,Nuclear and High Energy Physics (Q1),QC1-999,Science: Physics
oci:06180173905-0650772643,omid:br/06180173905,Molecular & Cellular Proteomics [omid:br/061603273 doi:10.1074/mcp issn:1535-9476 issn:1535-9484 openalex:S104550190],omid:br/0650772643,Pediatric Neurology [omid:br/0619020503 issn:0887-8994 openalex:S165686931],2019-06,True,False,Outgoing,"['15359476', '15359484']",['08878994'],"Biochemistry, Genetics and Molecular Biology; Chemistry; Medicine",Analytical Chemistry (Q1); Biochemistry (Q1); Medicine (miscellaneous) (Q1); Molecular Biology (Q1),QD415-436,Science: Chemistry: Organic chemistry: Biochemistry,Medicine; Neuroscience,"Neurology (clinical) (Q2); Pediatrics, Perinatology and Child Health (Q2); Developmental Neuroscience (Q3); Neurology (Q3)",,
oci:06230984187-06140180770,omid:br/06230984187,Analytical Chemistry [omid:br/065021405 issn:0003-2700 issn:1520-6882 openalex:S191963794],omid:br/06140180770,Lab On A Chip [omid:br/062102805 issn:1473-0189 issn:1473-0197 openalex:S116836101],2014-10-13,True,False,Outgoing,"['00032700', '15206882']","['14730189', '14730197']",Chemistry,Analytical Chemistry (Q1),,,"Biochemistry, Genetics and Molecular Biology; Chemical Engineering; Chemistry; Engineering; Materials Science",Biochemistry (Q1); Bioengineering (Q1); Biomedical Engineering (Q1); Chemistry (miscellaneous) (Q1); Nanoscience and Nanotechnology (Q2),,
oci:06240999396-06802189167,omid:br/06240999396,Publications Of The Astronomical Society Of Australia [omid:br/0615022302 issn:1323-3580 issn:1448-6083 openalex:S126256729],omid:br/06802189167,Monthly Notices Of The Royal Astronomical Society [omid:br/067041753 doi:10.1111/(issn)1365-2966 issn:0035-8711 issn:1365-2966 openalex:S195663288],2016,True,False,Outgoing,"['13233580', '14486083']","['13652966', '00358711', '13652966']",Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),,,Earth and Planetary Sciences; Physics and Astronomy,Astronomy and Astrophysics (Q1); Space and Planetary Science (Q1),QB1-991,Science: Astronomy
